Experiment	Run	SortedStrain	ProjectID	TaxID	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id		Sample	BioSample	SampleType		ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX529231	ERR3824744	NCTC 8325	245830	93062	2020-02-01 11:21:26	2022-07-18 19:26:33	3717442	557616300	3717442	150	237		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR003/3824/ERR3824744/ERR3824744.lite.2	Sample_COLwt_LAPACHOL_1_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	500	100	ILLUMINA	Illumina MiSeq	ERP119444	PRJEB36279			ERS4252191	SAMEA6487721	simple		Staphylococcus aureus subsp. aureus COL	SAMEA6487721							no					T.Busche	ERA2347844		public	2BE3143970668B6826B8DC06F49B8D02	857B041B56538D59E9C28A8C4A33BB28		
SRX529232	ERR3824745	NCTC 8325	245830	93062	2020-02-01 11:21:26	2022-07-20 17:07:39	3413306	511995900	3413306	150	215		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR003/3824/ERR3824745/ERR3824745.lite.2	Sample_COLwt_LAPACHOL_2_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	500	100	ILLUMINA	Illumina MiSeq	ERP119444	PRJEB36279			ERS4252192	SAMEA6487722	simple		Staphylococcus aureus subsp. aureus COL	SAMEA6487722							no					T.Busche	ERA2347844		public	9B46C8A2D04BFEB5E157726E152B8882	E1B4DA0E0974E51D4497DDDB184E6ED7		
SRX529233	ERR3824746	NCTC 8325	245830	93062	2020-02-01 11:21:26	2022-07-24 17:26:27	3516436	527465400	3516436	150	221		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR003/3824/ERR3824746/ERR3824746.lite.2	Sample_COLwt_LAPACHOL_3_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	500	100	ILLUMINA	Illumina MiSeq	ERP119444	PRJEB36279			ERS4252193	SAMEA6487723	simple		Staphylococcus aureus subsp. aureus COL	SAMEA6487723							no					T.Busche	ERA2347844		public	523552F0214F124FDE28E0547016528D	620C2D0614ECEAC40C7E98894E3EFF09		
SRX529234	ERR454951	NCTC 8325	245830	1280	2014-09-05 19:23:14	2021-10-28 12:31:43	16236729	3247345800	16236729	200	2132		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR000/454/ERR454951/ERR454951.lite.2	6A	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	300	200	ILLUMINA	Illumina HiSeq 2000	ERP005246	PRJEB5811			ERS421557	SAMEA2397504	simple		Staphylococcus aureus	SAMEA2397504							no					BGI TECH SOLUTIONS (HONGKONG)	ERA293632		public	CDE68D5325E1D5F61B526844622FB09A	42CACA3CFBB6070E05D7300E9C41FA42		
SRX529235	ERR454954	NCTC 8325	245830	1280	2014-09-05 19:23:14	2021-10-28 13:15:58	16922615	3384523000	16922615	200	2223		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR000/454/ERR454954/ERR454954.lite.2	2A	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	300	200	ILLUMINA	Illumina HiSeq 2000	ERP005246	PRJEB5811			ERS421558	SAMEA2397505	simple		Staphylococcus aureus	SAMEA2397505							no					BGI TECH SOLUTIONS (HONGKONG)	ERA293632		public	A4E2A404F310B2BC526DA5ED9398A1DD	24F748B0E8AE27158C9FC850DD613D32		
SRX529236	ERR454957	NCTC 8325	245830	1280	2014-09-05 19:23:14	2021-10-28 9:51:20	19856261	3971252200	19856261	200	2606		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR000/454/ERR454957/ERR454957.lite.2	4A	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	300	200	ILLUMINA	Illumina HiSeq 2000	ERP005246	PRJEB5811			ERS421559	SAMEA2397506	simple		Staphylococcus aureus	SAMEA2397506							no					BGI TECH SOLUTIONS (HONGKONG)	ERA293632		public	18B0E7C42FFDF51BD195175BA1D6D3CD	BFB0E522C1709482C8A2C1BA488D891E		
SRX529237	ERR454958	NCTC 8325	245830	1280	2014-09-05 19:23:15	2021-10-28 9:49:09	14664505	2932901000	14664505	200	1932		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR000/454/ERR454958/ERR454958.lite.2	5B	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	300	200	ILLUMINA	Illumina HiSeq 2000	ERP005246	PRJEB5811			ERS421560	SAMEA2397507	simple		Staphylococcus aureus	SAMEA2397507							no					BGI TECH SOLUTIONS (HONGKONG)	ERA293632		public	6501C3E982D38D046000A3E8F7C8A519	C43D5444796DB03462153AAE4106D1B0		
SRX529238	ERR454961	NCTC 8325	245830	1280	2014-09-05 19:23:15	2021-10-28 9:49:01	14063607	2812721400	14063607	200	1856		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR000/454/ERR454961/ERR454961.lite.2	6B	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	300	200	ILLUMINA	Illumina HiSeq 2000	ERP005246	PRJEB5811			ERS421561	SAMEA2397508	simple		Staphylococcus aureus	SAMEA2397508							no					BGI TECH SOLUTIONS (HONGKONG)	ERA293632		public	56ECDA715BEFD7F12257B999656FACE8	BE4BF27F33C18CECEE9B6ACDAE5204DC		
SRX529239	ERR454960	NCTC 8325	245830	1280	2014-09-05 19:23:15	2021-10-28 9:47:42	11717433	2343486600	11717433	200	1536		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR000/454/ERR454960/ERR454960.lite.2	3B	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	300	200	ILLUMINA	Illumina HiSeq 2000	ERP005246	PRJEB5811			ERS421562	SAMEA2397509	simple		Staphylococcus aureus	SAMEA2397509							no					BGI TECH SOLUTIONS (HONGKONG)	ERA293632		public	4E4E832B138AEF7F29738560FFA5F6B1	432A52B0F91901237088AEFF4FE6D8CB		
SRX529240	ERR454959	NCTC 8325	245830	1280	2014-09-05 19:23:15	2021-10-28 9:50:13	15243242	3048648400	15243242	200	2022		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR000/454/ERR454959/ERR454959.lite.2	1B	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	300	200	ILLUMINA	Illumina HiSeq 2000	ERP005246	PRJEB5811			ERS421563	SAMEA2397510	simple		Staphylococcus aureus	SAMEA2397510							no					BGI TECH SOLUTIONS (HONGKONG)	ERA293632		public	82A5F2794E4B3EFC4583CF9CDB763E8C	6476052AF69B2862B58332032FB67AC3		
SRX529241	ERR454953	NCTC 8325	245830	1280	2014-09-05 19:23:14	2021-10-28 9:49:28	14538120	2907624000	14538120	200	1927		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR000/454/ERR454953/ERR454953.lite.2	4B	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	300	200	ILLUMINA	Illumina HiSeq 2000	ERP005246	PRJEB5811			ERS421564	SAMEA2397511	simple		Staphylococcus aureus	SAMEA2397511							no					BGI TECH SOLUTIONS (HONGKONG)	ERA293632		public	0C6DC5CDAF51E680E33425B37F871E11	9B88091E0FDB1BAC9D71FFAE97690E19		
SRX5562272	ERR454962	HG001 delta_rsaC	528653	1280	2014-09-05 19:23:15	2021-10-28 9:48:12	15579962	3115992400	15579962	200	2049		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR000/454/ERR454962/ERR454962.lite.2	2B	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	300	200	ILLUMINA	Illumina HiSeq 2000	ERP005246	PRJEB5811			ERS421565	SAMEA2397512	simple		Staphylococcus aureus	SAMEA2397512							no					BGI TECH SOLUTIONS (HONGKONG)	ERA293632		public	06EF0A93EED0700D54303A1B1CF4BB48	9E82CF04C4C1570F331DBCF9CB7C6286		
SRX5562273	ERR454956	HG001 delta_rsaC	528653	1280	2014-09-05 19:23:14	2021-10-28 9:49:40	16376114	3275222800	16376114	200	2154		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR000/454/ERR454956/ERR454956.lite.2	1A	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	300	200	ILLUMINA	Illumina HiSeq 2000	ERP005246	PRJEB5811			ERS421566	SAMEA2397513	simple		Staphylococcus aureus	SAMEA2397513							no					BGI TECH SOLUTIONS (HONGKONG)	ERA293632		public	D545EA3D7A8C9F87FB6304734329F31C	FFE6A67CE660585DB8B7607400708B8F		
SRX5562274	ERR454952	HG001 delta_rsaC	528653	1280	2014-09-05 19:23:14	2021-10-28 11:55:47	16364352	3272870400	16364352	200	2142		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR000/454/ERR454952/ERR454952.lite.2	5A	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	300	200	ILLUMINA	Illumina HiSeq 2000	ERP005246	PRJEB5811			ERS421567	SAMEA2397514	simple		Staphylococcus aureus	SAMEA2397514							no					BGI TECH SOLUTIONS (HONGKONG)	ERA293632		public	0395A2BD0C8CDEFAB02DCCA8B1A46DA8	FCB6294EC06BE5AC1043CF15F72DB45E		
SRX5562275	ERR454955	HG001 delta_rsaC	528653	1280	2014-09-05 19:23:14	2021-10-28 9:47:16	15376492	3075298400	15376492	200	2011		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR000/454/ERR454955/ERR454955.lite.2	3A	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	300	200	ILLUMINA	Illumina HiSeq 2000	ERP005246	PRJEB5811			ERS421568	SAMEA2397515	simple		Staphylococcus aureus	SAMEA2397515							no					BGI TECH SOLUTIONS (HONGKONG)	ERA293632		public	4FE79A56F4D7DB38229B9F6A03EA73A0	1BBCC7C29EEC0B4C7108A6E50606964F		
SRX7080612	ERR4349377;ERR4349378	8325 derivative: SH1000	586837	367830	2020-09-01 8:20:14	2022-07-19 13:48:44	3510328	491445920	3510328	140	173		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR004/4349/ERR4349378/ERR4349378.lite.1	Sample_strRNA_30_10_DEL_ppGpp_OD_1dot1_7_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	500	100	ILLUMINA	Illumina HiSeq 1500	ERP122946	PRJEB39430			ERS4825228	SAMEA7064624	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA7064624							no					TB	ERA2771665		public	77FAA373D77D727926021480F99932C9	FF133FB157E68C1DA0FFB84E83DC0FCA		
SRX7080613	ERR4349379;ERR4349380	8325 derivative: SH1000	586837	367830	2020-09-01 8:20:15	2022-07-25 10:47:40	4352514	609351960	4352514	140	213		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR004/4349/ERR4349380/ERR4349380.lite.1	Sample_strRNA_30_11_DEL_ppGpp_OD_1dot1_8_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	500	100	ILLUMINA	Illumina HiSeq 1500	ERP122946	PRJEB39430			ERS4825229	SAMEA7064625	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA7064625							no					TB	ERA2771665		public	73247A2E9A22A8EA9C5148CAB0F58F39	0F58CB19CC93F6B99AA943C00801E45C		
SRX7080614	ERR4349381;ERR4349382	8325 derivative: SH1000	586837	367830	2020-09-01 8:20:15	2022-07-21 16:08:54	4510614	631485960	4510614	140	228		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR004/4349/ERR4349382/ERR4349382.lite.1	Sample_strRNA_30_12_DEL_ppGpp_OD_1dot1_12_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	500	100	ILLUMINA	Illumina HiSeq 1500	ERP122946	PRJEB39430			ERS4825230	SAMEA7064626	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA7064626							no					TB	ERA2771665		public	B0499F4ABC8B5B7C0321F1F5E91E1B01	19A51CE6646A6E14C81FB8FBCEEA8507		
SRX7080615	ERR4349383;ERR4349384	8325 derivative: SH1000	586837	367830	2020-09-01 8:20:15	2022-07-25 10:47:22	3710445	519462300	3710445	140	185		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR004/4349/ERR4349384/ERR4349384.lite.1	Sample_strRNA_30_1_WT_OD_0dot5_1_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	500	100	ILLUMINA	Illumina HiSeq 1500	ERP122946	PRJEB39430			ERS4825231	SAMEA7064627	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA7064627							no					TB	ERA2771665		public	D31B983CD9DD7798A9B1D37B0C50E934	D7C3389A8EA2481F067DC3E2F1AEE737		
SRX7080616	ERR4349385;ERR4349386	8325 derivative: SH1000	586837	367830	2020-09-01 8:20:15	2022-07-25 10:47:16	3750909	525127260	3750909	140	185		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4349/ERR4349386/ERR4349386.lite.1	Sample_StrRNA_30_2_WT_OD_0dot5_2_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	500	100	ILLUMINA	Illumina HiSeq 1500	ERP122946	PRJEB39430			ERS4825232	SAMEA7064628	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA7064628							no					TB	ERA2771665		public	85F299C5215AFA6903295A09AC45177F	44C8B348D72F12C0967D5141774959BB		
SRX7080617	ERR4349387;ERR4349388	8325 derivative: SH1000	586837	367830	2020-09-01 8:20:15	2022-07-14 5:32:42	3973655	556311700	3973655	140	196		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4349/ERR4349388/ERR4349388.lite.1	Sample_StrRNA_30_3_WT_OD_0dot5_3_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	500	100	ILLUMINA	Illumina HiSeq 1500	ERP122946	PRJEB39430			ERS4825233	SAMEA7064629	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA7064629							no					TB	ERA2771665		public	3A92FFC718C79E1C3413BA8C80FD7D5E	CC47DC1F9D3BDD46DFF836B31DA29A31		
SRX7122764	ERR4349389;ERR4349390	HG001	588776	367830	2020-09-01 8:20:15	2022-07-18 19:28:11	3845588	538382320	3845588	140	191		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4349/ERR4349390/ERR4349390.lite.1	Sample_strRNA_30_4_WT_OD_1dot2_4_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	500	100	ILLUMINA	Illumina HiSeq 1500	ERP122946	PRJEB39430			ERS4825234	SAMEA7064630	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA7064630							no					TB	ERA2771665		public	32763B56308A1757FB1D91C2341E8423	C252388E2803551F567A8F6F3E9E81AB		
SRX7122765	ERR4349391;ERR4349392	HG001	588776	367830	2020-09-01 8:20:15	2022-07-14 20:50:05	3586764	502146960	3586764	140	184		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4349/ERR4349392/ERR4349392.lite.1	Sample_StrRNA_30_5_WT_OD_1dot2_5_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	500	100	ILLUMINA	Illumina HiSeq 1500	ERP122946	PRJEB39430			ERS4825235	SAMEA7064631	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA7064631							no					TB	ERA2771665		public	63335B2044F9B9A84525C72E91E2C9D9	FA7C3CC8256F7C48CA34BE8266BF3A60		
SRX7122766	ERR4349393;ERR4349394	HG001	588776	367830	2020-09-01 8:20:15	2022-07-25 10:47:34	4018079	562531060	4018079	140	197		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4349/ERR4349394/ERR4349394.lite.1	Sample_StrRNA_30_6_WT_OD_1dot2_6_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	500	100	ILLUMINA	Illumina HiSeq 1500	ERP122946	PRJEB39430			ERS4825236	SAMEA7064632	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA7064632							no					TB	ERA2771665		public	FE9FD0A33492A11198E5D17A4A663757	3002081148CE76F5DCD661D0F6FECC2D		
SRX7122767	ERR4349395;ERR4349396	HG001	588776	367830	2020-09-01 8:20:15	2022-07-25 10:47:14	3596892	503564880	3596892	140	178		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR004/4349/ERR4349396/ERR4349396.lite.1	Sample_strRNA_30_7_DEL_ppGpp_OD_0dot5_9_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	500	100	ILLUMINA	Illumina HiSeq 1500	ERP122946	PRJEB39430			ERS4825237	SAMEA7064633	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA7064633							no					TB	ERA2771665		public	3F55E96CF09A608F6356AEA515708C90	8716771CDB9A5F2B997143404C400AD7		
SRX7122768	ERR4349397;ERR4349398	HG001	588776	367830	2020-09-01 8:20:15	2022-07-17 1:39:25	4119456	576723840	4119456	140	199		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR004/4349/ERR4349398/ERR4349398.lite.1	Sample_StrRNA_30_8_DEL_ppGpp_OD_0dot5_10_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	500	100	ILLUMINA	Illumina HiSeq 1500	ERP122946	PRJEB39430			ERS4825238	SAMEA7064634	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA7064634							no					TB	ERA2771665		public	16137399E5600C2E1C1BEE9618F2B7BA	C7487E21C550BE54F9A36328243D412A		
SRX7122769	ERR4349399;ERR4349400	HG001	588776	367830	2020-09-01 8:20:15	2022-07-25 10:47:47	3785419	529958660	3785419	140	188		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR004/4349/ERR4349400/ERR4349400.lite.1	Sample_StrRNA_30_9_DEL_ppGpp_OD_0dot5_11_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	500	100	ILLUMINA	Illumina HiSeq 1500	ERP122946	PRJEB39430			ERS4825239	SAMEA7064635	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA7064635							no					TB	ERA2771665		public	5D456CB9847007C3C354EAF3D3B6788D	08C18DD52AB2BC54AB8F20C0618FF8BB		
SRX7122770	ERR469993	HG001	588776	1280	2014-05-14 12:45:26	2014-05-08 4:40:33	104578397	5333498247	0	51	3536		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/469/ERR469993/ERR469993.sralite.1	EX-1	RNA-Seq	PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP005459	PRJEB6003			ERS428110	SAMEA2432391	simple		Staphylococcus aureus	SAMEA2432391							no					HELMHOLTZ CENTER FOR INFECTION RESEARCH	ERA296275		public	362CC15E262708F19A69A0E4A5EB47A9	E8DEA1AA6E0C862F407009FAB4F9DDE5		
SRX7122771	ERR469994	HG001	588776	1280	2014-05-14 12:45:26	2014-05-09 20:38:06	75060121	3828066171	0	51	2548		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/469/ERR469994/ERR469994.sralite.1	EX-2	RNA-Seq	PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP005459	PRJEB6003			ERS428110	SAMEA2432391	simple		Staphylococcus aureus	SAMEA2432391							no					HELMHOLTZ CENTER FOR INFECTION RESEARCH	ERA296276		public	48335F12A0F48FAF9B9DD3EC17B31B83	324E85FFEC73F6A72AF069224C249A10		
SRX7122772	ERR469995	HG001	588776	1280	2014-05-14 12:45:26	2014-05-07 1:20:12	52863171	2696021721	0	51	1800		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/469/ERR469995/ERR469995.sralite.1	EX-3	RNA-Seq	PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP005459	PRJEB6003			ERS428110	SAMEA2432391	simple		Staphylococcus aureus	SAMEA2432391							no					HELMHOLTZ CENTER FOR INFECTION RESEARCH	ERA296276		public	050B4E4C642FCC7C25BC59A3D2DC311A	FF98E57B4BF9AC2C505AB5224C418B06		
SRX7711426	ERR469996	HG001	606191	1280	2014-05-14 12:45:26	2014-05-09 20:36:56	68113798	3473803698	0	51	2338		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/469/ERR469996/ERR469996.sralite.1	AC-1	RNA-Seq	PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP005459	PRJEB6003			ERS428111	SAMEA2432392	simple		Staphylococcus aureus	SAMEA2432392							no					HELMHOLTZ CENTER FOR INFECTION RESEARCH	ERA296277		public	9D5952284FC185C3D9AC81CA00B50A07	122E97B4E6432AB82B590F76ECF5D1C1		
SRX7711427	ERR469997	HG001	606191	1280	2014-05-14 12:45:26	2014-05-08 4:49:02	72771991	3711371541	0	51	2494		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/469/ERR469997/ERR469997.sralite.1	AC-2	RNA-Seq	PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP005459	PRJEB6003			ERS428111	SAMEA2432392	simple		Staphylococcus aureus	SAMEA2432392							no					HELMHOLTZ CENTER FOR INFECTION RESEARCH	ERA296277		public	4BEA7EF9FCC7E57A200BCC635A0907CE	E22478F9C2D3B7A98CA7DB38EA071706		
SRX7711428	ERR469998	HG001	606191	1280	2014-05-14 12:45:26	2014-05-08 5:11:36	75440124	3847446324	0	51	2574		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/469/ERR469998/ERR469998.sralite.1	AC-3	RNA-Seq	PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP005459	PRJEB6003			ERS428111	SAMEA2432392	simple		Staphylococcus aureus	SAMEA2432392							no					HELMHOLTZ CENTER FOR INFECTION RESEARCH	ERA296277		public	B283D462FDA7F68828972F5F4C32B789	707342335BF62A6BF08550EE60C6EA2D		
SRX7711429	ERR469999	HG001	606191	1280	2014-05-14 12:45:26	2014-05-11 4:16:31	62164835	3170406585	0	51	2078		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/469/ERR469999/ERR469999.sralite.1	CH-1	RNA-Seq	PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP005459	PRJEB6003			ERS428112	SAMEA2432393	simple		Staphylococcus aureus	SAMEA2432393							no					HELMHOLTZ CENTER FOR INFECTION RESEARCH	ERA296277		public	A8616030848663EEDF1A23E51A40EDE8	5221F89B0428AD21E3804B6AA5C808A6		
SRX7711430	ERR470000	HG001	606191	1280	2014-05-14 12:45:26	2014-05-07 18:59:15	70761181	3608820231	0	51	2362		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/470/ERR470000/ERR470000.sralite.1	CH-2	RNA-Seq	PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP005459	PRJEB6003			ERS428112	SAMEA2432393	simple		Staphylococcus aureus	SAMEA2432393							no					HELMHOLTZ CENTER FOR INFECTION RESEARCH	ERA296277		public	AFA03013E8E6751E2E21F9DE74A42FD6	BC3BEC2999BFC848972CFF16820AF6EF		
SRX7711431	ERR470001	HG001	606191	1280	2014-05-14 12:45:26	2014-05-12 5:25:46	93074333	4746790983	0	51	3311		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/470/ERR470001/ERR470001.sralite.1	CH-3	RNA-Seq	PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	ERP005459	PRJEB6003			ERS428112	SAMEA2432393	simple		Staphylococcus aureus	SAMEA2432393							no					HELMHOLTZ CENTER FOR INFECTION RESEARCH	ERA296277		public	060E69612CD997FF1FDDE2CF0EFC0816	E136BB125C1BC9654A721288623EB478		
SRX7711432	ERR4659022	HG001	606191	1280	2021-03-15 6:36:26	2021-03-18 19:02:50	11041977	828148275	0	75	327		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4659/ERR4659022/ERR4659022.lite.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502			ERS5129215	SAMEA7370766	simple		Staphylococcus aureus	SAMEA7370766							no					INRAE	ERA2939441		public	BF2FD7290F729574ED12237153187D79	A425B5F621C11D364F16B6759D3AB9D3		
SRX7711433	ERR4659023	HG001	606191	1280	2021-03-15 6:36:26	2021-03-18 19:03:38	9866268	739970100	0	75	291		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4659/ERR4659023/ERR4659023.lite.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502			ERS5129216	SAMEA7370767	simple		Staphylococcus aureus	SAMEA7370767							no					INRAE	ERA2939441		public	33178D344BFF029EA7F963DCE3CD6FC5	AFCA4DA9372B8A9F7C5EF65BC50ADCC5		
SRX7711434	ERR4659024	HG001	606191	1280	2021-03-15 6:36:26	2021-03-18 19:07:04	14967541	1122565575	0	75	443		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4659/ERR4659024/ERR4659024.lite.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502			ERS5129217	SAMEA7370768	simple		Staphylococcus aureus	SAMEA7370768							no					INRAE	ERA2939441		public	8B7DEBADCCC9FFCECA34266EEE29A4B1	128F91A8E9A0A07530875DBE80D1BAE4		
SRX7711435	ERR4659025	HG001	606191	1280	2021-03-15 6:36:26	2021-03-18 19:05:42	13466168	1009962600	0	75	399		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4659/ERR4659025/ERR4659025.lite.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP124153	PRJEB40502			ERS5129218	SAMEA7370769	simple		Staphylococcus aureus	SAMEA7370769							no					INRAE	ERA2939441		public	43A36B0F6D7932FE5AA6B31F17D1FF15	F06BEE4622048D059CBD971643490E40		
